,start_time_seconds,end_time_seconds,source,emission_rate
830,7323688.0,7324525.0,['Tank'],[1.1108412]
831,7324526.0,7324611.0,['Tank'],[1.3061916]
832,7324622.0,7325203.0,['Tank'],[1.5846516]
833,7325204.0,7325845.0,['Tank'],[2.3022216]
834,7325846.0,7325889.0,['Tank'],[2.5099956000000003]
835,7325890.0,7326746.0,['Tank'],[3.3089616]
836,7326792.0,7326831.0,['Tank'],[8.7894828]
837,7326834.0,7326897.0,['Tank'],[2.3043636000000003]
838,7326898.0,7326926.0,['Tank'],[2.9593872]
839,7326927.0,7327788.0,['Tank'],[4.2827148]
840,7327945.0,7329220.0,['Tank'],[4.2827148]
841,7329221.0,7329284.0,['Tank'],[3.022362]
842,7329285.0,7329308.0,['Tank'],[4.2441588]
843,7329309.0,7330327.0,['Tank'],[3.0172212000000003]
844,7332373.0,7332545.0,['Tank'],[2.9919456]
845,7332725.0,7332847.0,['Tank'],[2.9863764]
846,7333084.0,7333204.0,['Tank'],[2.9820924000000004]
847,7333452.0,7333615.0,['Tank'],[4.239018]
848,7333753.0,7333876.0,['Tank'],[4.232592]
849,7334184.0,7334290.0,['Tank'],[4.216312800000001]
850,7334377.0,7334404.0,['Tank'],[4.7779452]
851,7334415.0,7334445.0,['Tank'],[2.8946988]
852,7334446.0,7334515.0,['Tank'],[2.236248]
853,7334893.0,7335045.0,['Tank'],[2.231964]
854,7335252.0,7335363.0,['Tank'],[2.2306788]
855,7335506.0,7335616.0,['Tank'],[2.2332492000000004]
856,7335785.0,7335934.0,['Tank'],[2.2366764000000003]
857,7336183.0,7336302.0,['Tank'],[1.5439536]
858,7336447.0,7336544.0,['Tank'],[1.5426684]
859,7336670.0,7336789.0,['Tank'],[1.5460956]
860,7336956.0,7337076.0,['Tank'],[1.1044151999999998]
861,7337206.0,7337301.0,['Tank'],[1.1005596]
862,7337426.0,7337969.0,['Tank'],[1.1052720000000005]
863,7338291.0,7338425.0,['Tank'],[0.50337]
864,7338546.0,7338652.0,['Tank'],[0.5037984000000001]
865,7338805.0,7339037.0,['Tank'],[0.5029416000000001]
866,7339226.0,7339385.0,['Tank'],[0.2403324]
867,7339507.0,7339720.0,['Tank'],[0.239904]
868,7339899.0,7340164.0,['Tank'],[0.2407608]
